emp_no,first_name,last_name,gender,salary,to_date
15243,Mountaz,Famili,F,41015,1/1/99
15248,Edwin,Baar,M,64696,1/1/99
15253,Ayonca,Pardalos,M,40396,1/1/99
15134,Arun,Luiz,F,62752,1/1/99
15269,Eric,Reghbati,F,60930,1/1/99
15271,Shiv,Bernardeschi,F,88026,1/1/99
15145,Haldon,Servieres,M,51443,1/1/99
15292,Miyeon,Lammel,M,87586,1/1/99
15151,Urs,Pouyioutas,F,61253,1/1/99
15176,Charlene,Sankaranarayanan,M,98401,1/1/99
15324,Ziya,Lunn,M,40000,1/1/99
15329,Fan,Openshaw,F,41839,1/1/99
15330,Jaroslava,Chinal,M,53020,1/1/99
15337,Masaru,Radivojevic,M,40000,1/1/99
15343,Chaosheng,Luce,F,48936,1/1/99
15354,Chikara,Nyrup,M,40782,1/1/99
15365,Mikhail,Schiettecatte,M,41309,1/1/99
15563,Constantino,Zykh,M,56239,1/1/99
15565,TRUE,Muchinsky,M,73532,1/1/99
15369,Premal,Penttonen,F,81954,1/1/99
15370,Chuanyi,Nilsson,F,67631,1/1/99
15372,Nahum,Broder,M,79245,1/1/99
15375,Shuho,Manders,F,65920,1/1/99
15377,Shugo,Aumann,M,50274,1/1/99
15566,Baoqiu,Azuma,M,61655,1/1/99
15382,Alassane,Siegrist,M,66083,1/1/99
15600,Mack,Perna,M,40000,1/1/99
15392,Pradeep,Markovitch,M,55638,1/1/99
15408,Maik,Penttonen,F,40000,1/1/99
15410,Wilmer,Kushner,F,58123,1/1/99
15601,Carrsten,Anily,F,83263,1/1/99
15412,Huai,Thiria,M,62190,1/1/99
15651,Huan,Iwayama,F,50313,1/1/99
15438,Constantijn,Munoz,F,43326,1/1/99
15441,Arvind,Weisert,F,40000,1/1/99
15452,Kazuhira,Weedman,M,40000,1/1/99
15454,Hongzue,Cesareni,F,57571,1/1/99
15470,Weiwu,Huhdanpaa,M,40693,1/1/99
15474,Gilbert,Plumb,M,90430,1/1/99
15479,Zhenbing,Soicher,M,40000,1/1/99
15656,Mohammad,Schaaf,M,66141,1/1/99
15682,Hiroyasu,Przulj,M,40000,1/1/99
15687,Dekang,Ambroszkiewicz,M,62333,1/1/99
15703,Chenye,Hanratty,M,40000,1/1/99
15708,Reuven,Kushnir,F,85063,1/1/99
15714,Troy,Bala,F,40000,1/1/99
15715,Insup,Ibel,F,40000,1/1/99
15726,Zhilian,Parascandalo,M,70522,1/1/99
15480,Kwok,Trogemann,M,47645,1/1/99
15739,Poorav,Bahr,F,54605,1/1/99
15504,Kasturi,Alpin,M,40000,1/1/99
15505,Collette,Mikschl,F,56848,1/1/99
15510,Inderjeet,Sethi,M,48661,1/1/99
15511,George,Kowalchuk,F,76880,1/1/99
15518,Uno,Valtorta,F,55563,1/1/99
15525,Masadi,Cherinka,M,40000,1/1/99
15534,Guozhong,Grabner,F,63090,1/1/99
15543,Mingdong,Staelin,F,40000,1/1/99
15548,Sanjai,Caine,M,48171,1/1/99
15740,Stepehn,Pocchiola,M,57994,1/1/99
15750,Arumugam,Bresenham,M,40000,1/1/99
15765,Tonny,Taubenfeld,F,40000,1/1/99
15934,Kensyu,Shinomoto,F,50454,1/1/99
15938,Garnik,Covnot,F,69499,1/1/99
15942,Murthy,Rosca,M,50486,1/1/99
15943,Yakkov,Demke,M,40000,1/1/99
15945,Hauke,Larfeldt,M,57717,1/1/99
15948,Karoline,Versino,F,40000,1/1/99
15955,Yuguang,Dratva,F,45283,1/1/99
15971,Arumugam,Aloia,M,42963,1/1/99
15977,King,Ballarin,M,44282,1/1/99
15978,Kaijung,Wielonsky,F,40000,1/1/99
15993,Yoshimitsu,Peir,M,45611,1/1/99
16000,Marek,Demos,F,40000,1/1/99
16018,Boutros,Papadias,M,52560,1/1/99
16019,Chaoyi,Heystek,F,40000,1/1/99
16025,Doowon,Luce,F,84433,1/1/99
16028,JiYoung,Takkinen,F,53714,1/1/99
16033,Wayne,Spelt,F,40000,1/1/99
16052,Maria,Rodham,F,40000,1/1/99
15767,Baocai,Broomell,M,40000,1/1/99
16066,Marsha,Penn,F,74757,1/1/99
16068,Leandro,Zongker,M,53031,1/1/99
15769,Pranay,Oskamp,M,61575,1/1/99
16076,Marko,Ebeling,M,47061,1/1/99
16077,Kannan,Heemskerk,F,49020,1/1/99
15788,Taegyun,Deyuan,M,53521,1/1/99
16086,Mohammad,Denos,M,42903,1/1/99
16094,Berto,Rosar,M,40000,1/1/99
16099,Mohan,Ferretti,M,40000,1/1/99
15799,Manton,Gelosh,M,64458,1/1/99
16126,Tse,Crabtree,M,68863,1/1/99
15809,Mingsen,Antonisse,M,50619,1/1/99
16130,Kerryn,Belinskaya,M,40000,1/1/99
16134,Annemarie,Chaudhuri,F,40000,1/1/99
16138,Leucio,Krzyzanowski,M,67593,1/1/99
15819,Magdalena,Rajcani,M,63847,1/1/99
16154,Monique,Docker,M,40000,1/1/99
15821,Aleksander,Antonakopoulos,M,40000,1/1/99
15846,Bowen,Litecky,M,40000,1/1/99
15861,Gio,Anido,F,50890,1/1/99
15866,Angel,Seiwald,M,40000,1/1/99
15869,Guoxiang,Bala,M,40000,1/1/99
15876,Munehiro,Vakili,F,51140,1/1/99
15877,Yannik,Kroll,M,40000,1/1/99
15880,Miquel,Dechter,M,40000,1/1/99
15889,Sasan,Azumi,M,63393,1/1/99
15892,Lunjin,Pettis,F,60367,1/1/99
15901,Marsja,Fargier,F,40000,1/1/99
16185,Marin,Winter,F,44003,1/1/99
15902,Kazuhide,Stille,F,40000,1/1/99
16192,Leandro,Sigstam,M,40000,1/1/99
15905,DeForest,Petersohn,F,47421,1/1/99
15911,Shaibal,Viele,M,45602,1/1/99
16201,Krassimir,Olano,M,53081,1/1/99
16324,Billie,Bazzichi,M,40000,1/1/99
16337,Hironoby,Schaad,M,40000,1/1/99
16341,Boutros,Fendler,F,40000,1/1/99
16355,Nikolaos,Luca,M,80403,1/1/99
16227,Hitomi,Vural,F,58619,1/1/99
16229,Ronnie,Lanzelotte,F,40000,1/1/99
16230,Ung,Babu,M,40000,1/1/99
16233,Sushant,Baba,M,54684,1/1/99
16234,Jacopo,Basart,F,40000,1/1/99
16364,Yifei,Gini,M,73503,1/1/99
16246,Makato,Masaki,M,40000,1/1/99
16365,Janalee,Mellouli,F,40000,1/1/99
16377,Duri,Stanger,M,62147,1/1/99
16252,Carrsten,Mattern,F,64982,1/1/99
16266,Mikhail,Sethi,M,57642,1/1/99
16272,Shuho,Zeleznik,M,40000,1/1/99
16274,Sadun,Navazio,M,65521,1/1/99
16380,Zhilian,Chleq,M,42820,1/1/99
16382,Chaoyi,Talmon,M,66986,1/1/99
16383,Lidong,Czap,F,55977,1/1/99
16388,Subhankar,Georgatos,M,40000,1/1/99
16397,Shimshon,Cusworth,F,66757,1/1/99
16398,Limsoon,Krzyzanowski,M,71254,1/1/99
16399,Apostol,Collette,F,59384,1/1/99
16404,Rafols,Rabehasaina,M,45689,1/1/99
16479,Jixiang,Eiter,M,62446,1/1/99
16412,Moss,Tokunaga,F,66524,1/1/99
16486,Sanjay,Perin,M,57496,1/1/99
16487,Arunas,Yemenis,M,73302,1/1/99
16490,Muzhong,Thiria,M,85462,1/1/99
16491,Emdad,Radwan,M,40000,1/1/99
16425,Idoia,Beerel,M,53045,1/1/99
16504,Mong,Cromarty,F,40000,1/1/99
16510,Mototsugu,Vecchio,M,40000,1/1/99
16438,Abdulla,Demeyer,M,52449,1/1/99
16537,Weidon,Seiwald,M,40000,1/1/99
16539,Gretta,Fetvedt,M,40000,1/1/99
16546,Sangeeta,Lanphier,M,47819,1/1/99
16549,Olivera,Thibadeau,M,60531,1/1/99
16446,Jouko,Chinin,M,94600,1/1/99
16551,Sadegh,Ranon,M,82980,1/1/99
16556,Mostafa,Hiltgen,M,53954,1/1/99
16567,Hein,Senzako,M,40000,1/1/99
16570,Uta,Matzen,F,46162,1/1/99
16447,Zhiguo,Savasere,F,40000,1/1/99
16580,Masaru,Valiente,F,40000,1/1/99
16448,Tsvetan,Zwicker,M,76979,1/1/99
16453,Goncalo,Basart,M,47433,1/1/99
16471,Bogdan,Birta,M,44976,1/1/99
16607,Vishwani,Honglei,F,54558,1/1/99
16619,Arvind,Boguraev,F,40000,1/1/99
16672,Georgi,Peris,M,55265,1/1/99
16657,Yongdong,Heyers,M,63463,1/1/99
16658,Florian,Soicher,M,50917,1/1/99
16674,Duke,Takanami,M,40000,1/1/99
16679,Domenick,Cummings,F,40000,1/1/99
16683,Hatem,Ghandeharizadeh,F,60120,1/1/99
16716,Ramachenga,Zumaque,F,54270,1/1/99
16851,Leon,Stasinski,M,51771,1/1/99
16852,Yefim,Fontet,F,48864,1/1/99
16719,Sasan,Benantar,M,40000,1/1/99
16723,Mohd,Randt,F,56932,1/1/99
16862,JiYoung,Eppinger,M,40000,1/1/99
16864,Candido,Gecsel,M,50361,1/1/99
16729,Kirk,Broomell,M,51318,1/1/99
16869,Yakkov,Huttel,M,40000,1/1/99
16871,Munir,Stiles,M,55303,1/1/99
16875,Nikolaos,Radhakrishnan,M,40000,1/1/99
16880,Honesty,Bresenham,M,40000,1/1/99
16731,Domenico,Versino,M,48868,1/1/99
16759,Vojin,Masaki,M,40000,1/1/99
16897,Charlene,Ebeling,M,57244,1/1/99
16910,Kazunori,Botman,M,57230,1/1/99
16919,Tesuya,Yurov,F,40184,1/1/99
16921,Evgueni,Yeung,M,71025,1/1/99
16954,Akhilish,Apsitis,M,47943,1/1/99
16955,Sangeeta,Marrakchi,M,74715,1/1/99
16969,Sanjit,Braccini,F,49377,1/1/99
16986,Hirochika,Gecseg,M,61653,1/1/99
16988,Xiong,Peron,M,47878,1/1/99
16993,Hongzue,Dahlbom,M,57751,1/1/99
16999,Bezalel,Sadowsky,F,40000,1/1/99
17012,Valdiodio,Petereit,M,40000,1/1/99
17018,Berhard,Tasistro,F,40000,1/1/99
17024,Ewing,Siepmann,F,58181,1/1/99
16799,Shigeichiro,Bamford,M,54405,1/1/99
16801,Gila,Strooper,M,48932,1/1/99
16803,Ziva,Rohrbach,M,50968,1/1/99
16806,Sreekrishna,Dayana,M,72405,1/1/99
16808,Kiyokazu,Katiyar,M,87215,1/1/99
17220,Lorien,Panwar,F,45404,1/1/99
17041,Nishit,Montemayor,F,40492,1/1/99
17046,Fay,Kornyak,F,44955,1/1/99
17048,Christoph,Murthy,M,46913,1/1/99
17055,Marin,Wixon,M,46654,1/1/99
17222,Leen,Muchinsky,M,54882,1/1/99
17235,Ronnie,Rissanen,M,40000,1/1/99
17063,Anoosh,Thiran,M,91391,1/1/99
17066,Heping,Ruther,M,59260,1/1/99
17068,Bodh,Gopalakrishnan,F,40000,1/1/99
17072,Richara,Bala,M,40000,1/1/99
17076,Gudjon,Hitomi,M,60092,1/1/99
17078,Gill,Hinsberger,M,44442,1/1/99
17236,Matk,Merro,F,75541,1/1/99
17081,Weiru,Murtafg,F,40846,1/1/99
17245,Neven,Milicia,F,81426,1/1/99
17089,Rafail,Erman,F,67779,1/1/99
17098,Xuedong,Gelosh,F,40000,1/1/99
17260,Abdulah,Famili,F,40000,1/1/99
17101,Sandeepan,Compeau,M,40173,1/1/99
17102,Radhika,Garnick,F,89793,1/1/99
17103,Takahiro,Feldmann,M,48187,1/1/99
17277,Arnd,Hopewell,M,40000,1/1/99
17120,Yifei,Polupanov,M,40000,1/1/99
17125,Akhilish,Zweizig,M,40000,1/1/99
17126,Matk,Schapire,F,40000,1/1/99
17280,Xuejia,Merle,F,69670,1/1/99
17285,Mario,Weiland,F,55174,1/1/99
17143,Ziyad,Munke,M,40000,1/1/99
17146,Aemilian,Barbanera,F,65674,1/1/99
17294,Shrikanth,Pietrzykowski,M,43785,1/1/99
17158,Danai,Vecchio,F,48426,1/1/99
17159,Quingbo,Mitchem,F,56346,1/1/99
17160,Shay,Montemayor,F,49824,1/1/99
17163,Yurii,Papsdorf,M,47086,1/1/99
17326,Arumugam,Ramsay,F,40000,1/1/99
17199,Vasilis,Guardalben,M,40000,1/1/99
17215,Junichi,Langford,M,47977,1/1/99
17327,Yongmin,Gihr,M,50152,1/1/99
17329,Shaunak,Tyugu,M,58239,1/1/99
17336,Shigenori,Chaudhuri,M,71761,1/1/99
17339,Fan,Mullainathan,F,58306,1/1/99
17340,Yurii,Brookman,M,65863,1/1/99
17352,Muneo,Katiyar,M,71029,1/1/99
17355,Mingzeng,Weisert,F,40000,1/1/99
17384,Youngkon,Nooteboom,M,55693,1/1/99
17412,Leni,Vilarrasa,F,43480,1/1/99
17387,Shir,Serra,F,49554,1/1/99
17396,Valeri,Henders,F,40000,1/1/99
17436,Chirstian,Munawer,M,79815,1/1/99
17397,Kenroku,Hardjono,F,40000,1/1/99
17586,Lein,Halevi,F,40000,1/1/99
17448,Makato,Belinskaya,F,40728,1/1/99
17468,Abdelghani,Irland,F,59122,1/1/99
17470,Genevieve,Lichtner,M,60901,1/1/99
17629,Mostafa,Winter,M,70592,1/1/99
17472,Murthy,Verhoeff,M,40000,1/1/99
17487,Gully,Staudhammer,F,40000,1/1/99
17489,Karlis,Vigier,M,48368,1/1/99
17500,Jinya,Bratsberg,M,44825,1/1/99
17647,Vasilis,Swab,F,75896,1/1/99
17505,Gunilla,Moffat,F,63455,1/1/99
17512,Frederique,Hofmeyr,F,40000,1/1/99
17520,Shahab,Keohane,F,40000,1/1/99
17657,Thanasis,Zucker,M,43935,1/1/99
17674,Adib,Braccini,M,43044,1/1/99
17539,Cathie,Uhrik,F,60576,1/1/99
17544,Kien,Marletta,M,53927,1/1/99
17552,Pradeep,Neiman,F,45663,1/1/99
17556,Makato,Tsukuda,F,67047,1/1/99
17677,Mingdong,Ramalingam,F,40000,1/1/99
17559,Annemarie,Papastamatiou,M,53573,1/1/99
17683,Bernt,Henders,F,54891,1/1/99
17573,Berthier,Deverell,M,77659,1/1/99
17576,Behnaam,Krybus,M,40000,1/1/99
17688,Faiza,Cincotta,F,45880,1/1/99
17582,Kauko,Spieker,M,44397,1/1/99
17584,Emdad,Coorg,F,40000,1/1/99
17696,Feiyu,Kusalik,F,40000,1/1/99
17699,Radhia,Heping,F,48618,1/1/99
17704,Vatsa,Broomell,F,40000,1/1/99
17705,Toshimo,Mellouli,M,50346,1/1/99
17711,Owen,Katiyar,F,49277,1/1/99
17716,Josyula,Vitiello,M,40000,1/1/99
17728,Tsuneo,Lienhardt,M,57162,1/1/99
17742,Tru,Cappelletti,M,52300,1/1/99
17778,Chirstian,Matzov,M,40000,1/1/99
17791,Matt,Stifter,F,46451,1/1/99
17745,Hatem,Schreiter,M,40000,1/1/99
17798,Guangming,Suessmith,M,83096,1/1/99
17973,Sanjit,Beidas,M,51947,1/1/99
17807,Jianhua,Glowinski,M,40000,1/1/99
17815,Shuji,Wissmann,M,40000,1/1/99
17816,Toshimo,Kenevan,M,74497,1/1/99
17834,Zhilian,Fiutem,M,40000,1/1/99
17840,Tonny,Sherertz,M,66948,1/1/99
17841,Hilary,Ramaiah,F,40000,1/1/99
17849,Mandell,Varker,F,40000,1/1/99
17869,Xiaocheng,Prochazka,F,40000,1/1/99
17871,Ebbe,Hedayat,M,48561,1/1/99
17874,Rutger,Minakawa,M,75424,1/1/99
17986,Oguz,Angelopoulos,M,77587,1/1/99
17891,Isaac,Luiz,M,44505,1/1/99
17900,Sakthirel,Belinskaya,M,40000,1/1/99
17995,Oldrich,Vickson,F,40000,1/1/99
17907,Kotesh,Bernini,M,69291,1/1/99
17916,Sukumar,Morrin,M,65572,1/1/99
18006,Vidya,Hanabata,F,108512,1/1/99
17925,Adamantios,Baezner,F,47958,1/1/99
18013,Jiong,Shanbhogue,F,40000,1/1/99
18016,Somnath,Kaminger,M,50136,1/1/99
18018,Sasan,Schrooten,M,70282,1/1/99
18020,Adhemar,Pelz,F,40000,1/1/99
18030,Jasminko,Brookner,F,55277,1/1/99
18155,Dayanand,Danlos,M,40000,1/1/99
18065,Chriss,Wroclawski,M,52601,1/1/99
18181,Gregory,Beerel,F,50366,1/1/99
18208,Demin,Irland,M,70916,1/1/99
18210,Mabo,Radhakrishnan,M,40000,1/1/99
18212,Constantino,Journel,F,40000,1/1/99
18223,Gully,Mitchem,M,48598,1/1/99
18075,Lein,Goodrum,M,44780,1/1/99
18237,Limsoon,Tramer,M,40592,1/1/99
18242,Shichao,Demian,F,62461,1/1/99
18080,Satyanarayana,Rosar,F,40000,1/1/99
18251,Alair,Panangaden,M,58297,1/1/99
18099,Kazuhiko,Fendler,M,48187,1/1/99
18261,Shridhar,Baak,M,40000,1/1/99
18274,Yefim,Karnin,F,63753,1/1/99
18108,Sanjai,Genin,M,76712,1/1/99
18297,Guther,Nastansky,M,56421,1/1/99
18123,Kristinn,Hitomi,M,40000,1/1/99
18310,Ioana,Dalton,F,41095,1/1/99
18316,Hongzue,Msuda,F,54186,1/1/99
18130,Claudi,Cairo,M,40000,1/1/99
18322,Tonia,Lueh,M,40000,1/1/99
18323,Oddvar,Tiemann,F,40000,1/1/99
18134,Ult,Pesch,M,70424,1/1/99
18138,Moni,Baezner,M,62786,1/1/99
18511,Pascal,Marzano,M,40000,1/1/99
18333,Munehiro,Plesums,M,40520,1/1/99
18532,Joydip,Onuegbe,M,52115,1/1/99
18542,Tiina,Anido,M,48606,1/1/99
18547,Gladys,Sankaranarayanan,M,40000,1/1/99
18375,Gian,Debuse,M,41562,1/1/99
18376,Wayne,Stranks,M,50047,1/1/99
18571,Xinglin,Flowers,M,70621,1/1/99
18382,Remko,Mattern,F,57540,1/1/99
18393,Wuxu,Aseltine,M,40205,1/1/99
18401,Vidya,Itzfeldt,M,59818,1/1/99
18402,Bernice,Ritzmann,F,45396,1/1/99
18573,Zongyan,Baca,F,88101,1/1/99
18580,Mabo,Bamford,M,40000,1/1/99
18581,Mitsuyuki,Ranai,F,99867,1/1/99
18663,Rafols,Sridhar,F,62505,1/1/99
18427,Kiyomitsu,Qiwen,F,65998,1/1/99
18438,Chiradeep,Iacovou,M,41898,1/1/99
18443,Florina,Swick,M,69107,1/1/99
18448,Rosine,Bazelow,M,44353,1/1/99
18450,Takahito,Hoppenstand,M,59963,1/1/99
18454,Eric,Anido,M,64815,1/1/99
18459,Shuzo,Kavanagh,F,40000,1/1/99
18468,Kirk,Cunliffe,F,40000,1/1/99
18478,Mitsuyuki,Stranks,M,40000,1/1/99
18503,Mechthild,Marletta,M,66668,1/1/99
18664,Itzchak,Akaboshi,F,55929,1/1/99
18666,Hitofumi,Baja,M,69504,1/1/99
18671,Shan,Nastansky,M,55188,1/1/99
18673,Ohad,Orlowski,M,40000,1/1/99
18679,Roded,Lambe,F,80953,1/1/99
18888,Sajjan,Stassinopoulos,F,40562,1/1/99
18701,Mori,Ratnakar,F,58282,1/1/99
18706,Debaprosad,Schicker,M,47897,1/1/99
18725,Cullen,Marchegay,F,48904,1/1/99
18728,Tzvetan,Luft,F,42857,1/1/99
18890,Pasqua,Litecky,F,43372,1/1/99
18919,Remco,Stille,F,63564,1/1/99
18770,Fei,Yurek,M,55686,1/1/99
18771,Domenick,Haraldson,F,51637,1/1/99
18775,Shay,Akazan,M,62152,1/1/99
18921,Maren,Radwan,M,73112,1/1/99
18784,Pohua,Hempstead,F,48213,1/1/99
18927,Muneo,Msuda,M,40000,1/1/99
18786,Guozhong,Veevers,M,40000,1/1/99
18789,Reinhold,Domenig,F,61935,1/1/99
18790,Florina,Rahier,F,41481,1/1/99
18799,Kshitij,Lunn,M,42095,1/1/99
18933,Barun,Panienski,F,47862,1/1/99
18806,Akhilish,Petereit,M,59955,1/1/99
18809,Laurentiu,Munoz,M,63500,1/1/99
18811,Cheong,Oxenboll,F,59977,1/1/99
18943,Anneli,Rando,F,54916,1/1/99
18817,Kristin,Xiaoshan,M,40000,1/1/99
18946,Gio,Warwick,M,40000,1/1/99
18955,Ziya,Flexer,F,60604,1/1/99
18833,Roded,Majewski,M,46611,1/1/99
18835,Uwe,Lieblein,M,40000,1/1/99
18979,Girolamo,Fujisawa,M,76060,1/1/99
18866,Fumiyo,Hettesheimer,M,56470,1/1/99
18980,Weiye,Kawashimo,F,56699,1/1/99
18986,Pintsang,Babu,M,55714,1/1/99
18989,Goh,Quittner,M,53559,1/1/99
18994,Leszek,Mitsuhashi,M,69135,1/1/99
19006,Martina,Hempstead,F,40000,1/1/99
19012,Gal,Panangaden,M,56894,1/1/99
19014,Jiafu,Danecki,F,49781,1/1/99
19027,Ferdinand,Nanard,M,46182,1/1/99
19076,Hein,Ferretti,M,40000,1/1/99
19029,Khosrow,Jiang,M,40000,1/1/99
19089,Badri,Ellozy,M,64741,1/1/99
19031,Rosella,Pollock,F,86266,1/1/99
19035,Fuqing,Bellone,F,45728,1/1/99
19109,Jenwei,Denis,M,46911,1/1/99
19036,Sampalli,Vesna,M,61331,1/1/99
19114,Jayson,Pietracaprina,F,71920,1/1/99
19037,Lucien,Bernardeschi,M,40000,1/1/99
19042,Rosita,Levergood,F,40000,1/1/99
19120,Giri,Qiwen,F,49416,1/1/99
19129,Bowen,Jiafu,F,40000,1/1/99
19048,Nikolaus,Radhakrishnan,F,64540,1/1/99
19134,Seongbin,Bakhtari,M,89672,1/1/99
19049,Breannda,Picht,M,40000,1/1/99
19147,Chaitali,Bennis,M,76197,1/1/99
19151,Jeanne,Peral,M,40000,1/1/99
19154,Inderjeet,Denna,M,40000,1/1/99
19051,Marek,Cappello,M,70956,1/1/99
19160,Tetsurou,Jervis,F,72108,1/1/99
19256,Rosita,Riexinger,M,40000,1/1/99
19162,Chinho,Fadgyas,M,40000,1/1/99
19192,Yinlin,Schusler,M,56767,1/1/99
19201,Arto,Sommen,M,85848,1/1/99
19205,Moto,Sinitsyn,F,93690,1/1/99
19206,Wanqing,Pellegrinelli,F,71889,1/1/99
19209,Berhard,Encarnacion,M,40000,1/1/99
19259,Anoosh,Pelc,F,47060,1/1/99
19244,Guenter,Vitiello,M,51173,1/1/99
19249,Saniya,Iivonen,M,40000,1/1/99
19268,Adit,Papastamatiou,M,40000,1/1/99
19294,IEEE,Schoegge,M,40000,1/1/99
19453,Baoqiu,Buescher,M,40000,1/1/99
19454,Taisook,Hutter,F,40000,1/1/99
19310,Bouchung,Guerreiro,M,55989,1/1/99
19467,Mitchel,Ecklund,M,40000,1/1/99
19318,Xianlong,Halevi,F,55717,1/1/99
19328,Yannik,Smeets,F,40000,1/1/99
19487,Huiqun,Cannane,M,64256,1/1/99
19488,Maris,Perly,M,45504,1/1/99
19493,Caolyn,Tramer,F,59120,1/1/99
19329,Alair,Marletta,F,48046,1/1/99
19501,Kokou,Baranowski,M,72030,1/1/99
19503,Jaana,Papsdorf,M,43939,1/1/99
19332,Changho,Khamsi,F,66487,1/1/99
19511,Jamaludin,Fujisaki,F,69281,1/1/99
19333,Sanjeeva,Schrooten,F,44724,1/1/99
19515,Keiichiro,Gurbaxani,F,79297,1/1/99
19335,Susanta,Khalid,F,40000,1/1/99
19518,Genta,Vieri,F,48762,1/1/99
19353,Mayumi,Schaar,M,58474,1/1/99
19356,Masato,Prenel,F,51642,1/1/99
19543,Chaitali,Perl,M,55814,1/1/99
19546,Kwan,Penz,M,40000,1/1/99
19381,Xiahua,Holburn,F,82438,1/1/99
19565,Zito,Riesenhuber,M,40000,1/1/99
19393,Boaz,Back,F,52070,1/1/99
19580,Stein,Tagansky,M,82037,1/1/99
19394,Charmane,Bahl,M,70830,1/1/99
19397,Arnd,Diderrich,F,46492,1/1/99
19583,Edwin,Veccia,M,64800,1/1/99
19406,Sakthirel,Lindenbaum,F,49576,1/1/99
19586,Hirochika,Minakawa,F,40000,1/1/99
19419,Palash,Bernardeschi,F,52164,1/1/99
19602,Sandeepan,Olivero,M,51525,1/1/99
19422,Florian,Budinsky,F,48435,1/1/99
19425,Xuejia,Pettey,M,53627,1/1/99
19612,Chenxi,Erdmenger,M,83131,1/1/99
19616,Niranjan,Uchoa,M,45859,1/1/99
19617,Mircea,Landherr,M,43394,1/1/99
19814,Subhrajyoti,Rosaz,F,40000,1/1/99
19826,Fox,Christ,M,53382,1/1/99
19621,Radhakrishnan,Albarhamtoshy,M,40000,1/1/99
19624,Younwoo,Wolniewicz,F,49259,1/1/99
19629,Stepehn,Matzke,M,81751,1/1/99
19633,Tayeb,Nourani,F,40000,1/1/99
19634,Phuoc,Etalle,F,50862,1/1/99
19637,Dipayan,Papastamatiou,M,45831,1/1/99
19639,Sibyl,Terlouw,M,40000,1/1/99
19640,Tonny,Francisci,M,71369,1/1/99
19644,Jackson,Isaac,M,53423,1/1/99
19828,Dannz,Maliniak,M,48504,1/1/99
19653,Gay,Crooks,M,40000,1/1/99
19839,Tadahiro,Hempstead,F,40424,1/1/99
19661,Sangeeta,Speckmann,F,40000,1/1/99
19663,Sverrir,Navazio,M,74026,1/1/99
19665,Khalid,Zielinski,F,63601,1/1/99
19667,Munenori,Matzel,F,52876,1/1/99
19669,Shem,Honiden,F,68024,1/1/99
19674,Mart,Varley,F,40000,1/1/99
19675,Isamu,Herath,M,90306,1/1/99
19841,Adil,Straney,M,49999,1/1/99
19678,Xiping,Plotkin,M,40000,1/1/99
19843,Mohamadou,Peir,M,84534,1/1/99
19849,Weicheng,Serre,M,69889,1/1/99
19874,Xuejia,Kuzuoka,M,98732,1/1/99
19708,Ortrud,Biros,M,49169,1/1/99
19709,Xiaopeng,Asmuth,M,62904,1/1/99
19712,Kristine,Litzler,M,40000,1/1/99
19720,Kwangyoen,Maksimenko,M,40000,1/1/99
19723,Xuejun,Magalhaes,F,54056,1/1/99
19724,Visit,Hasham,F,69399,1/1/99
19728,Candido,Ramsey,F,78721,1/1/99
19882,Thanasis,Demri,F,40000,1/1/99
19737,Harngdar,Cools,F,86017,1/1/99
19738,Giri,Sury,M,74083,1/1/99
19901,Tsvetan,Stasinski,F,40000,1/1/99
19744,Aleksander,Skafidas,F,59739,1/1/99
19758,Rildo,Birdsall,M,40000,1/1/99
19766,Saeed,Munke,F,52681,1/1/99
19771,Aral,Katalagarianos,F,89448,1/1/99
19904,Mototsugu,Rosenbaum,F,44347,1/1/99
19777,Halsur,Ferretti,M,63089,1/1/99
19933,Taizo,Bharadwaj,F,42732,1/1/99
19791,Kankanahalli,Azulay,M,45827,1/1/99
19804,Tamiya,Benzmuller,M,53435,1/1/99
19940,Reinhard,Einsfeld,M,50833,1/1/99
19943,Shimshon,Schoegge,F,57412,1/1/99
19946,Owen,Levasseur,M,54941,1/1/99
19950,Jaroslava,Kusakari,M,40000,1/1/99
19955,IEEE,Conry,M,65157,1/1/99
19975,Mabry,Geffroy,M,40000,1/1/99
19996,Berni,Chinen,M,56085,1/1/99
20006,Geoff,Birnbaum,F,60279,1/1/99
19982,Khatoun,Baba,F,40000,1/1/99
20013,Jaewoo,Lanphier,F,40000,1/1/99
20022,Felicidad,Bellone,M,43670,1/1/99
20024,Martine,Kambil,M,62352,1/1/99
19984,Zhonghui,Taubenfeld,M,63176,1/1/99
20181,Thodoros,Wegerle,M,87295,1/1/99
20037,Tse,VanScheik,M,40000,1/1/99
20039,Udo,Harbusch,F,60465,1/1/99
20042,Margareta,Munck,F,75326,1/1/99
20043,Chikara,Adachi,M,53571,1/1/99
20055,Hairong,Swiss,M,40000,1/1/99
20059,Pranay,Panwar,M,40000,1/1/99
20060,Chrisa,Attimonelli,F,40000,1/1/99
20063,Guttorm,Carrere,F,52629,1/1/99
20065,Mana,Onuegbe,F,51604,1/1/99
20068,Masali,Rouquie,M,40000,1/1/99
20069,Guenter,Huhdanpaa,F,40000,1/1/99
20075,Mikhail,Oberman,F,43803,1/1/99
20186,Jianhua,Narahari,M,57321,1/1/99
20189,Mark,Nanard,M,40797,1/1/99
20091,Janalee,Bach,M,40000,1/1/99
20218,Ioana,Gihr,M,40000,1/1/99
